"Step","bc-coldstart-v2 - learning_rate","bc-coldstart-v2 - learning_rate__MIN","bc-coldstart-v2 - learning_rate__MAX"
"1750","0.000029673250537598506","0.000029673250537598506","0.000029673250537598506"
"1800","0.00002963990846183151","0.00002963990846183151","0.00002963990846183151"
"1850","0.0000296049693133682","0.0000296049693133682","0.0000296049693133682"
"1900","0.00002956843854917679","0.00002956843854917679","0.00002956843854917679"
"1950","0.000029530319807236083","0.000029530319807236083","0.000029530319807236083"
"2000","0.000029490616725524887","0.000029490616725524887","0.000029490616725524887"
"2050","0.000029449336580000818","0.000029449336580000818","0.000029449336580000818"
"2100","0.00002940648300864268","0.00002940648300864268","0.00002940648300864268"
"2150","0.000029362059649429284","0.000029362059649429284","0.000029362059649429284"
"2200","0.000029316075597307645","0.000029316075597307645","0.000029316075597307645"
"2250","0.000029268532671267167","0.000029268532671267167","0.000029268532671267167"
"2300","0.00002921943632827606","0.00002921943632827606","0.00002921943632827606"
"2350","0.00002916879930126015","0.00002916879930126015","0.00002916879930126015"
"2400","0.000029116619771230035","0.000029116619771230035","0.000029116619771230035"
"2450","0.000029062908652122132","0.000029062908652122132","0.000029062908652122132"
"2500","0.000029007669581915252","0.000029007669581915252","0.000029007669581915252"
"2550","0.000028950909836567007","0.000028950909836567007","0.000028950909836567007"
"2600","0.000028892638511024415","0.000028892638511024415","0.000028892638511024415"
"2650","0.000028832861062255688","0.000028832861062255688","0.000028832861062255688"
"2700","0.000028771588404197246","0.000028771588404197246","0.000028771588404197246"
"2750","0.00002870882053684909","0.00002870882053684909","0.00002870882053684909"
"2800","0.000028644570193137042","0.000028644570193137042","0.000028644570193137042"
"2850","0.00002857884464901872","0.00002857884464901872","0.00002857884464901872"
"2900","0.00002851165299944114","0.00002851165299944114","0.00002851165299944114"
"2950","0.00002844300070137251","0.00002844300070137251","0.00002844300070137251"
"3000","0.00002837289503077045","0.00002837289503077045","0.00002837289503077045"
"3050","0.00002830134872056078","0.00002830134872056078","0.00002830134872056078"
"3100","0.00002822836540872231","0.00002822836540872231","0.00002822836540872231"
"3150","0.00002815396146615967","0.00002815396146615967","0.00002815396146615967"
"3200","0.000028078138711862266","0.000028078138711862266","0.000028078138711862266"
"3250","0.000028000911697745323","0.000028000911697745323","0.000028000911697745323"
"3300","0.000027922287699766457","0.000027922287699766457","0.000027922287699766457"
"3350","0.000027842270355904475","0.000027842270355904475","0.000027842270355904475"
"3400","0.000027760877856053412","0.000027760877856053412","0.000027760877856053412"
"3450","0.000027678119295160286","0.000027678119295160286","0.000027678119295160286"
"3500","0.000027594000130193308","0.000027594000130193308","0.000027594000130193308"
"3550","0.0000275085312750889","0.0000275085312750889","0.0000275085312750889"
"3600","0.000027421727281762287","0.000027421727281762287","0.000027421727281762287"
"3650","0.00002733359724516049","0.00002733359724516049","0.00002733359724516049"
"3700","0.000027244150260230526","0.000027244150260230526","0.000027244150260230526"
"3750","0.000027153395421919413","0.000027153395421919413","0.000027153395421919413"
"3800","0.00002706134728214238","0.00002706134728214238","0.00002706134728214238"
"3850","0.000026968018573825248","0.000026968018573825248","0.000026968018573825248"
"3900","0.00002687341475393623","0.00002687341475393623","0.00002687341475393623"
"3950","0.000026777550374390557","0.000026777550374390557","0.000026777550374390557"
"4000","0.000026680436349124648","0.000026680436349124648","0.000026680436349124648"
"4050","0.000026582089049043134","0.000026582089049043134","0.000026582089049043134"
"4100","0.000026482513931114227","0.000026482513931114227","0.000026482513931114227"
"4150","0.000026381727366242558","0.000026381727366242558","0.000026381727366242558"
"4200","0.00002627974026836455","0.00002627974026836455","0.00002627974026836455"
"4250","0.00002617656355141662","0.00002617656355141662","0.00002617656355141662"
"4300","0.0000260722099483246","0.0000260722099483246","0.0000260722099483246"
"4350","0.000025966695829993114","0.000025966695829993114","0.000025966695829993114"
"4400","0.000025860030291369185","0.000025860030291369185","0.000025860030291369185"
"4450","0.000025752226065378636","0.000025752226065378636","0.000025752226065378636"
"4500","0.000025643301341915503","0.000025643301341915503","0.000025643301341915503"
"4550","0.000025533261577947997","0.000025533261577947997","0.000025533261577947997"
"4600","0.000025422126782359555","0.000025422126782359555","0.000025422126782359555"
"4650","0.000025309906050097197","0.000025309906050097197","0.000025309906050097197"
"4700","0.000025196617571054958","0.000025196617571054958","0.000025196617571054958"
"4750","0.00002508226862119045","0.00002508226862119045","0.00002508226862119045"
"4800","0.000024966879209387116","0.000024966879209387116","0.000024966879209387116"
"4850","0.000024850460249581374","0.000024850460249581374","0.000024850460249581374"
"4900","0.000024733028112677857","0.000024733028112677857","0.000024733028112677857"
"4950","0.000024614593712612987","0.000024614593712612987","0.000024614593712612987"
"5000","0.000024495175239280798","0.000024495175239280798","0.000024495175239280798"
"5050","0.00002437478360661771","0.00002437478360661771","0.00002437478360661771"
"5100","0.000024253437004517764","0.000024253437004517764","0.000024253437004517764"
"5150","0.000024131146346917376","0.000024131146346917376","0.000024131146346917376"
"5200","0.000024007926185731776","0.000024007926185731776","0.000024007926185731776"
"5250","0.00002388380016782321","0.00002388380016782321","0.00002388380016782321"
"5300","0.000023758770112181082","0.000023758770112181082","0.000023758770112181082"
"5350","0.00002363286512263585","0.00002363286512263585","0.00002363286512263585"
"5400","0.000023506088837166317","0.000023506088837166317","0.000023506088837166317"
"5450","0.000023378461264655925","0.000023378461264655925","0.000023378461264655925"
"5500","0.000023249998776009306","0.000023249998776009306","0.000023249998776009306"
"5550","0.000023120715923141688","0.000023120715923141688","0.000023120715923141688"
"5600","0.0000229906272579683","0.0000229906272579683","0.0000229906272579683"
"5650","0.000022859752789372578","0.000022859752789372578","0.000022859752789372578"
"5700","0.00002272810525028035","0.00002272810525028035","0.00002272810525028035"
"5750","0.000022595699192606844","0.000022595699192606844","0.000022595699192606844"
"5800","0.000022462554625235498","0.000022462554625235498","0.000022462554625235498"
"5850","0.000022328682462102734","0.000022328682462102734","0.000022328682462102734"
"5900","0.000022194106350070797","0.000022194106350070797","0.000022194106350070797"
"5950","0.000022058833565097302","0.000022058833565097302","0.000022058833565097302"
"6000","0.000021922887754044496","0.000021922887754044496","0.000021922887754044496"
"6050","0.000021786283468827605","0.000021786283468827605","0.000021786283468827605"
"6100","0.00002164903526136186","0.00002164903526136186","0.00002164903526136186"
"6150","0.000021511161321541294","0.000021511161321541294","0.000021511161321541294"
"6200","0.00002137268165824935","0.00002137268165824935","0.00002137268165824935"
"6250","0.000021233607185422443","0.000021233607185422443","0.000021233607185422443"
"6300","0.000021093956092954613","0.000021093956092954613","0.000021093956092954613"
"6350","0.000020953750208718702","0.000020953750208718702","0.000020953750208718702"
"6400","0.00002081300044665113","0.00002081300044665113","0.00002081300044665113"
"6450","0.000020671728634624742","0.000020671728634624742","0.000020671728634624742"
"6500","0.000020529949324554764","0.000020529949324554764","0.000020529949324554764"
"6550","0.000020387678887345828","0.000020387678887345828","0.000020387678887345828"
"6600","0.000020244937331881374","0.000020244937331881374","0.000020244937331881374"
"6650","0.000020101741029066034","0.000020101741029066034","0.000020101741029066034"
"6700","0.000019958108168793842","0.000019958108168793842","0.000019958108168793842"
"6750","0.000019814053302980028","0.000019814053302980028","0.000019814053302980028"
"6800","0.000019669594621518627","0.000019669594621518627","0.000019669594621518627"
"6850","0.00001952475395228248","0.00001952475395228248","0.00001952475395228248"
"6900","0.00001937954220920801","0.00001937954220920801","0.00001937954220920801"
"6950","0.000019233983039157465","0.000019233983039157465","0.000019233983039157465"
"7000","0.000019088092813035473","0.000019088092813035473","0.000019088092813035473"
"7050","0.00001894188426376786","0.00001894188426376786","0.00001894188426376786"
"7100","0.00001879538467619568","0.00001879538467619568","0.00001879538467619568"
"7150","0.000018648601326276548","0.000018648601326276548","0.000018648601326276548"
"7200","0.000018501557860872708","0.000018501557860872708","0.000018501557860872708"
"7250","0.000018354272469878197","0.000018354272469878197","0.000018354272469878197"
"7300","0.000018206761524197645","0.000018206761524197645","0.000018206761524197645"
"7350","0.000018059041394735686","0.000018059041394735686","0.000018059041394735686"
"7400","0.000017911133909365162","0.000017911133909365162","0.000017911133909365162"
"7450","0.000017763051801011898","0.000017763051801011898","0.000017763051801011898"
"7500","0.00001761481871653814","0.00001761481871653814","0.00001761481871653814"
"7550","0.000017466451026848517","0.000017466451026848517","0.000017466451026848517"
"7600","0.000017317965102847666","0.000017317965102847666","0.000017317965102847666"
"7650","0.00001716937913442962","0.00001716937913442962","0.00001716937913442962"
"7700","0.000017020711311488412","0.000017020711311488412","0.000017020711311488412"
"7750","0.00001687198346189689","0.00001687198346189689","0.00001687198346189689"
"7800","0.00001672320649959147","0.00001672320649959147","0.00001672320649959147"
"7850","0.000016574402252444997","0.000016574402252444997","0.000016574402252444997"
"7900","0.000016425592548330314","0.000016425592548330314","0.000016425592548330314"
"7950","0.000016276790120173246","0.000016276790120173246","0.000016276790120173246"
"8000","0.00001612801497685723","0.00001612801497685723","0.00001612801497685723"
"8050","0.000015979285308276303","0.000015979285308276303","0.000015979285308276303"
"8100","0.000015830617485335097","0.000015830617485335097","0.000015830617485335097"
"8150","0.00001568203151691705","0.00001568203151691705","0.00001568203151691705"
"8200","0.000015533545592916198","0.000015533545592916198","0.000015533545592916198"
"8250","0.000015385177903226577","0.000015385177903226577","0.000015385177903226577"
"8300","0.000015236942090268712","0.000015236942090268712","0.000015236942090268712"
"8350","0.000015088862710399553","0.000015088862710399553","0.000015088862710399553"
"8400","0.000014940957044018432","0.000014940957044018432","0.000014940957044018432"
"8450","0.000014793237824051175","0.000014793237824051175","0.000014793237824051175"
"8500","0.00001464572505938122","0.00001464572505938122","0.00001464572505938122"
"8550","0.000014498438758892007","0.000014498438758892007","0.000014498438758892007"
"8600","0.000014351396202982869","0.000014351396202982869","0.000014351396202982869"
"8650","0.00001420461467205314","0.00001420461467205314","0.00001420461467205314"
"8700","0.000014058111446502153","0.000014058111446502153","0.000014058111446502153"
"8750","0.000013911904716223944","0.000013911904716223944","0.000013911904716223944"
"8800","0.000013766012671112549","0.000013766012671112549","0.000013766012671112549"
"8850","0.000013620453501062002","0.000013620453501062002","0.000013620453501062002"
"8900","0.000013475244486471638","0.000013475244486471638","0.000013475244486471638"
"8950","0.000013330401088751387","0.000013330401088751387","0.000013330401088751387"
"9000","0.000013185944226279389","0.000013185944226279389","0.000013185944226279389"
"9050","0.000013041888450970873","0.000013041888450970873","0.000013041888450970873"
"9100","0.000012898256500193384","0.000012898256500193384","0.000012898256500193384"
"9150","0.00001275505837838864","0.00001275505837838864","0.00001275505837838864"
"9200","0.000012612316822924186","0.000012612316822924186","0.000012612316822924186"
"9250","0.000012470047295209952","0.000012470047295209952","0.000012470047295209952"
"9300","0.000012328268894634675","0.000012328268894634675","0.000012328268894634675"
"9350","0.000012186996173113585","0.000012186996173113585","0.000012186996173113585"
"9400","0.000012046247320540715","0.000012046247320540715","0.000012046247320540715"
"9450","0.000011906040526810102","0.000011906040526810102","0.000011906040526810102"
"9500","0.000011766392162826378","0.000011766392162826378","0.000011766392162826378"
"9550","0.000011627317689999472","0.000011627317689999472","0.000011627317689999472"
"9600","0.000011488835298223421","0.000011488835298223421","0.000011488835298223421"
"9650","0.000011350961358402856","0.000011350961358402856","0.000011350961358402856"
"9700","0.000011213714060431812","0.000011213714060431812","0.000011213714060431812"
"9750","0.000011077109775214922","0.000011077109775214922","0.000011077109775214922"
"9800","0.000010941163964162115","0.000010941163964162115","0.000010941163964162115"
"9850","0.000010805893907672726","0.000010805893907672726","0.000010805893907672726"
"9900","0.00001067131324816728","0.00001067131324816728","0.00001067131324816728"
"9950","0.000010537443813518621","0.000010537443813518621","0.000010537443813518621"
"10000","0.000010404299246147275","0.000010404299246147275","0.000010404299246147275"
"10050","0.000010271893188473769","0.000010271893188473769","0.000010271893188473769"
"10100","0.000010140244739886839","0.000010140244739886839","0.000010140244739886839"
"10150","0.000010009366633312311","0.000010009366633312311","0.000010009366633312311"
"10200","0.000009879279787128326","0.000009879279787128326","0.000009879279787128326"
"10250","0.000009749998753250111","0.000009749998753250111","0.000009749998753250111"
"10300","0.000009621534445614088","0.000009621534445614088","0.000009621534445614088"
"10350","0.0000094939086920931","0.0000094939086920931","0.0000094939086920931"
"10400","0.000009367134225612972","0.000009367134225612972","0.000009367134225612972"
"10450","0.000009241223779099528","0.000009241223779099528","0.000009241223779099528"
"10500","0.000009116198270930909","0.000009116198270930909","0.000009116198270930909"
"10550","0.000008992066796054132","0.000008992066796054132","0.000008992066796054132"
"10600","0.000008868851182342041","0.000008868851182342041","0.000008868851182342041"
"10650","0.000008746561434236355","0.000008746561434236355","0.000008746561434236355"
"10700","0.000008625214832136407","0.000008625214832136407","0.000008625214832136407"
"10750","0.00000850482228997862","0.00000850482228997862","0.00000850482228997862"
"10800","0.000008385402907151729","0.000008385402907151729","0.000008385402907151729"
"10850","0.000008266971235570963","0.000008266971235570963","0.000008266971235570963"
"10900","0.000008149536370183341","0.000008149536370183341","0.000008149536370183341"
"10950","0.000008033118319872301","0.000008033118319872301","0.000008033118319872301"
"11000","0.000007917727089079563","0.000007917727089079563","0.000007917727089079563"
"11050","0.000007803380867699161","0.000007803380867699161","0.000007803380867699161"
"11100","0.00000769009147916222","0.00000769009147916222","0.00000769009147916222"
"11150","0.00000757786983740516","0.00000757786983740516","0.00000757786983740516"
"11200","0.000007466735951311421","0.000007466735951311421","0.000007466735951311421"
"11250","0.0000073566984610806685","0.0000073566984610806685","0.0000073566984610806685"
"11300","0.0000072477700996387284","0.0000072477700996387284","0.0000072477700996387284"
"11350","0.000007139967692637583","0.000007139967692637583","0.000007139967692637583"
"11400","0.000007033303518255707","0.000007033303518255707","0.000007033303518255707"
"11450","0.000006927787126187468","0.000006927787126187468","0.000006927787126187468"
"11500","0.0000068234357968322","0.0000068234357968322","0.0000068234357968322"
"11550","0.00000672025817038957","0.00000672025817038957","0.00000672025817038957"
"11600","0.000006618271072511561","0.000006618271072511561","0.000006618271072511561"
"11650","0.000006517484507639892","0.000006517484507639892","0.000006517484507639892"
"11700","0.0000064179080254689325","0.0000064179080254689325","0.0000064179080254689325"
"11750","0.000006319560270640068","0.000006319560270640068","0.000006319560270640068"
"11800","0.000006222446245374158","0.000006222446245374158","0.000006222446245374158"
"11850","0.000006126583684817888","0.000006126583684817888","0.000006126583684817888"
"11900","0.000006031981683918275","0.000006031981683918275","0.000006031981683918275"
"11950","0.000005938648882874986","0.000005938648882874986","0.000005938648882874986"
"12000","0.000005846602107340004","0.000005846602107340004","0.000005846602107340004"
"12050","0.000005755849542765645","0.000005755849542765645","0.000005755849542765645"
"12100","0.000005666400284098927","0.000005666400284098927","0.000005666400284098927"
"12150","0.000005578269338002428","0.000005578269338002428","0.000005578269338002428"
"12200","0.000005491464435181115","0.000005491464435181115","0.000005491464435181115"
"12250","0.000005405998308560811","0.000005405998308560811","0.000005405998308560811"
"12300","0.000005321880962583236","0.000005321880962583236","0.000005321880962583236"
"12350","0.000005239118308963953","0.000005239118308963953","0.000005239118308963953"
"12400","0.0000051577267186075915","0.0000051577267186075915","0.0000051577267186075915"
"12450","0.0000050777121032297146","0.0000050777121032297146","0.0000050777121032297146"
"12500","0.000004999086741008796","0.000004999086741008796","0.000004999086741008796"
"12550","0.000004921858817397151","0.000004921858817397151","0.000004921858817397151"
"12600","0.0000048460365178470965","0.0000048460365178470965","0.0000048460365178470965"
"12650","0.000004771630301547702","0.000004771630301547702","0.000004771630301547702"
"12700","0.0000046986492634459864","0.0000046986492634459864","0.0000046986492634459864"
"12750","0.000004627102953236317","0.000004627102953236317","0.000004627102953236317"
"12800","0.000004556998646876309","0.000004556998646876309","0.000004556998646876309"
"12850","0.000004488344984565629","0.000004488344984565629","0.000004488344984565629"
"12900","0.0000044211524254933465","0.0000044211524254933465","0.0000044211524254933465"
"12950","0.000004355427790869726","0.000004355427790869726","0.000004355427790869726"
"13000","0.000004291176537662977","0.000004291176537662977","0.000004291176537662977"
"13050","0.000004228410944051575","0.000004228410944051575","0.000004228410944051575"
"13100","0.000004167134193266975","0.000004167134193266975","0.000004167134193266975"
"13150","0.0000041073581087403","0.0000041073581087403","0.0000041073581087403"
"13200","0.000004049088602187112","0.000004049088602187112","0.000004049088602187112"
"13250","0.000003992328402091516","0.000003992328402091516","0.000003992328402091516"
"13300","0.00000393709160562139","0.00000393709160562139","0.00000393709160562139"
"13350","0.0000038833782127767336","0.0000038833782127767336","0.0000038833782127767336"
"13400","0.00000383120004698867","0.00000383120004698867","0.00000383120004698867"
"13450","0.000003780561428357032","0.000003780561428357032","0.000003780561428357032"
"13500","0.0000037314664496079786","0.0000037314664496079786","0.0000037314664496079786"
"13550","0.0000036839246604358777","0.0000036839246604358777","0.0000036839246604358777"
"13600","0.0000036379396988195367","0.0000036379396988195367","0.0000036379396988195367"
"13650","0.0000035935167943534907","0.0000035935167943534907","0.0000035935167943534907"
"13700","0.000003550662768248003","0.000003550662768248003","0.000003550662768248003"
"13750","0.0000035093812584818806","0.0000035093812584818806","0.0000035093812584818806"
"13800","0.000003469679086265387","0.000003469679086265387","0.000003469679086265387"
"13850","0.0000034315605716983555","0.0000034315605716983555","0.0000034315605716983555"
"13900","0.0000033950288980122423","0.0000033950288980122423","0.0000033950288980122423"
"13950","0.00000336009043166996","0.00000336009043166996","0.00000336009043166996"
"14000","0.0000033267483559029642","0.0000033267483559029642","0.0000033267483559029642"
"14050","0.000003295006990811089","0.000003295006990811089","0.000003295006990811089"
"14100","0.000003264870883867843","0.000003264870883867843","0.000003264870883867843"
"14150","0.000003236341399315279","0.000003236341399315279","0.000003236341399315279"
"14200","0.0000032094246762426337","0.0000032094246762426337","0.0000032094246762426337"
"14250","0.00000318412207889196","0.00000318412207889196","0.00000318412207889196"
"14300","0.0000031604376999894157","0.0000031604376999894157","0.0000031604376999894157"
"14350","0.000003138374722766457","0.000003138374722766457","0.000003138374722766457"
"14400","0.000003117934511465137","0.000003117934511465137","0.000003117934511465137"
"14450","0.000003099120704064262","0.000003099120704064262","0.000003099120704064262"
"14500","0.000003081935574300587","0.000003081935574300587","0.000003081935574300587"
"14550","0.0000030663807137898402","0.0000030663807137898402","0.0000030663807137898402"
"14600","0.0000030524583962687757","0.0000030524583962687757","0.0000030524583962687757"
"14650","0.0000030401686217373936","0.0000030401686217373936","0.0000030401686217373936"
"14700","0.0000030295159376692027","0.0000030295159376692027","0.0000030295159376692027"
"14750","0.0000030204996619431768","0.0000030204996619431768","0.0000030204996619431768"
"14800","0.000003013120931427693","0.000003013120931427693","0.000003013120931427693"
"14850","0.000003007381110364804","0.000003007381110364804","0.000003007381110364804"
"14900","0.0000030032804261281854","0.0000030032804261281854","0.0000030032804261281854"
"14950","0.0000030008197882125387","0.0000030008197882125387","0.0000030008197882125387"
